user_id,pre,test,,,,,,
2000002487121410 ,0,0,,,,,,
2000002804397690 ,0,0,,,,,,
2000002433614520 ,0,0,,,,,,
2000002544419340 ,0,0,,,,,,
2000002506339770 ,0,0,,,,,,
2000002828827610 ,0,0,,,,,,
2000002633634300 ,0,0,,,,,,
2000002752885500 ,0,0,,,,,,
2000001869795850 ,0,0,,,,,,
2000002441404850 ,0,0,,,,,,
2000002370497510 ,0,0,,,,,,
2000002394003760 ,0,0,,,,,,
2000002481002160 ,0,0,,,,,,
2000002357389400 ,0,0,,,,,,
2000002400818580 ,0,0,,,,,,
2000002419557170 ,0,0,,,,,,
2000002400697790 ,0,0,,,,,,
2000002397621680 ,0,0,,,,,,
2000002489685400 ,0,0,,,,,,
2000002419497190 ,0,0,,,,,,
2000002433606830 ,0,0,,,,,,
2000002920900730 ,0,0,,,,,,
2000002437821000 ,0,0,,,,,,
2000002763454240 ,0,0,,,,,,
2000002516422500 ,0,0,,,,,,
2000002489555610 ,0,0,,,,,,
2000002574307410 ,0,0,,,,,,
2000002411525730 ,0,0,,,,,,
2000002550324780 ,0,0,,,,,,
2000002869931930 ,1,1,,,,,,
2000002355828900 ,0,0,,,,,,
2000002690131480 ,1,1,,,,,,
2000002491682350 ,0,0,,,,,,
2000002407012200 ,0,0,,,,,,
2000002859490560 ,0,0,,,,,,
2000002732629820 ,0,0,,,,,,
2000002775404290 ,0,0,,,,,,
2000002385000260 ,0,0,,,,,,
2000002436364740 ,0,0,,,,,,
2000002870093330 ,0,0,,,,,,
2000002792600440 ,0,0,,,,,,
2000002455741060 ,0,0,,,,,,
2000002426328550 ,0,0,,,,,,
2000002441413300 ,0,0,,,,,,
2000002711310520 ,0,0,,,,,,
2000002680793840 ,0,0,,,,,,
2000002363541510 ,0,0,,,,,,
2000001631949800 ,0,0,,,,,,
2000002739908900 ,0,0,,,,,,
2000002517331990 ,0,0,,,,,,
2000002371510880 ,0,0,,,,,,
2000002367300260 ,0,0,,,,,,
2000002404442290 ,0,0,,,,,,
2000002412662610 ,0,0,,,,,,
2000002789599860 ,0,0,,,,,,
2000002668998160 ,0,0,,,,,,
2000002415108290 ,0,0,,,,,,
2000002858002210 ,0,0,,,,,,
2000002690178460 ,0,0,,,,,,
2000002859816880 ,0,0,,,,,,
2000002421127170 ,0,0,,,,,,
2000002512315090 ,0,0,,,,,,
2000002455721980 ,0,0,,,,,,
2000002929268670 ,0,0,,,,,,
2000002538297870 ,0,0,,,,,,
2000002516539740 ,0,0,,,,,,
2000002576629700 ,0,0,,,,,,
2000002466826970 ,0,0,,,,,,
2000002377018880 ,0,0,,,,,,
2000002444927820 ,0,0,,,,,,
2000001665756050 ,0,0,,,,,,
2000002481013890 ,0,0,,,,,,
2000002404348370 ,0,0,,,,,,
2000002363547970 ,0,0,,,,,,
2000002436323020 ,0,0,,,,,,
2000002569108080 ,0,0,,,,,,
2000002421170020 ,0,0,,,,,,
2000002891495940 ,0,0,,,,,,
2000002538427840 ,0,0,,,,,,
2000002633650820 ,1,1,,,,,,
2000002506285370 ,0,0,,,,,,
2000002596560020 ,0,0,,,,,,
2000002521091390 ,0,0,,,,,,
2000002496239890 ,0,0,,,,,,
2000002363596400 ,0,0,,,,,,
2000002400819010 ,0,0,,,,,,
2000002670531290 ,0,0,,,,,,
2000002385053690 ,0,0,,,,,,
2000002031778180 ,0,0,,,,,,
2000002496302540 ,0,0,,,,,,
2000002368597160 ,0,0,,,,,,
2000002943606000 ,0,0,,,,,,
2000002487100540 ,0,0,,,,,,
2000002423829310 ,0,0,,,,,,
2000002775479600 ,0,0,,,,,,
2000002441508020 ,0,0,,,,,,
2000002787912080 ,0,0,,,,,,
2000002555570490 ,0,0,,,,,,
2000002502103620 ,0,0,,,,,,
2000002859541680 ,0,0,,,,,,
2000002596536120 ,0,0,,,,,,
2000002896219220 ,0,0,,,,,,
2000002763507350 ,0,0,,,,,,
2000002377100580 ,0,0,,,,,,
2000002352921270 ,0,0,,,,,,
2000002415108680 ,0,0,,,,,,
2000002670528700 ,0,0,,,,,,
2000002499204860 ,0,0,,,,,,
2000002926417490 ,0,0,,,,,,
2000002444897370 ,0,0,,,,,,
2000002681862390 ,0,0,,,,,,
2000002428598620 ,0,0,,,,,,
2000002781554080 ,0,0,,,,,,
2000002358808390 ,0,0,,,,,,
2000002469091580 ,0,0,,,,,,
2000002491740360 ,0,0,,,,,,
2000002439597560 ,0,0,,,,,,
2000002651938510 ,0,0,,,,,,
2000002487115820 ,0,0,,,,,,
2000002371496780 ,0,0,,,,,,
2000002480995740 ,0,0,,,,,,
2000001568849940 ,0,0,,,,,,
2000002496328520 ,0,0,,,,,,
2000002502207900 ,0,0,,,,,,
2000002384407070 ,0,0,,,,,,
2000002555327950 ,1,1,,,,,,
2000002472346800 ,0,0,,,,,,
2000002828916280 ,0,0,,,,,,
2000002859801920 ,0,0,,,,,,
2000002923416730 ,0,0,,,,,,
2000002491604750 ,0,0,,,,,,
2000002501100060 ,0,0,,,,,,
2000002362227000 ,0,0,,,,,,
2000002441444120 ,0,0,,,,,,
2000002938039230 ,0,0,,,,,,
2000002596538700 ,0,0,,,,,,
2000002718028270 ,0,0,,,,,,
2000002464234640 ,1,1,,,,,,
2000002445056450 ,0,0,,,,,,
2000002397620090 ,0,0,,,,,,
2000002941109900 ,0,0,,,,,,
2000002775372340 ,1,1,,,,,,
2000002362004040 ,0,0,,,,,,
2000002489550560 ,0,0,,,,,,
2000001685747290 ,0,0,,,,,,
2000002355895480 ,0,0,,,,,,
2000002504663730 ,0,0,,,,,,
2000002381411090 ,0,0,,,,,,
2000001865997490 ,0,0,,,,,,
2000002944227010 ,0,0,,,,,,
2000002415134860 ,0,0,,,,,,
2000002444900460 ,0,0,,,,,,
2000002404454880 ,0,0,,,,,,
2000002371529840 ,0,0,,,,,,
2000002892605170 ,0,0,,,,,,
2000002496324020 ,0,0,,,,,,
2000002355830870 ,0,0,,,,,,
2000002363548500 ,0,0,,,,,,
2000002938123800 ,0,0,,,,,,
2000002523837180 ,0,0,,,,,,
2000002738630460 ,0,0,,,,,,
2000002408803150 ,0,0,,,,,,
2000002363633170 ,0,0,,,,,,
2000002859527670 ,0,0,,,,,,
2000002371519980 ,0,0,,,,,,
2000002363542090 ,0,0,,,,,,
2000002362226280 ,0,0,,,,,,
2000002896340170 ,0,0,,,,,,
2000001704141130 ,0,0,,,,,,
2000002548110140 ,0,0,,,,,,
2000002366515260 ,0,0,,,,,,
2000001590190150 ,0,0,,,,,,
2000002711227220 ,0,0,,,,,,
2000002670523850 ,0,0,,,,,,
2000002885397070 ,0,0,,,,,,
2000002421175580 ,0,0,,,,,,
2000002390514460 ,0,0,,,,,,
2000002378698830 ,0,0,,,,,,
2000001987885350 ,0,0,,,,,,
2000002384247780 ,0,0,,,,,,
2000002585791660 ,0,0,,,,,,
2000002506278980 ,0,0,,,,,,
2000002859801100 ,0,0,,,,,,
2000002357363600 ,0,0,,,,,,
2000002516499040 ,0,0,,,,,,
2000002435919990 ,0,0,,,,,,
2000002414000000 ,0,0,,,,,,
2000002920597530 ,0,0,,,,,,
2000002489642970 ,0,0,,,,,,
2000002780796960 ,0,0,,,,,,
2000002355833640 ,0,0,,,,,,
2000002530413650 ,0,0,,,,,,
2000002412868480 ,0,0,,,,,,
2000002738630290 ,0,0,,,,,,
2000002739920170 ,0,0,,,,,,
2000002504532400 ,0,0,,,,,,
2000002810248360 ,0,0,,,,,,
2000002869958280 ,0,0,,,,,,
2000002441513400 ,0,0,,,,,,
2000002607019380 ,0,0,,,,,,
2000002419680170 ,0,0,,,,,,
2000002732629010 ,0,0,,,,,,
2000002472359250 ,0,0,,,,,,
2000002775449930 ,0,0,,,,,,
2000002763543970 ,0,0,,,,,,
2000002400398460 ,0,0,,,,,,
2000002690099400 ,0,0,,,,,,
2000002793997150 ,0,0,,,,,,
2000002690167490 ,0,0,,,,,,
2000002441500370 ,0,0,,,,,,
2000002371522020 ,0,0,,,,,,
2000002550441440 ,1,1,,,,,,
2000002481024470 ,0,0,,,,,,
2000002444996960 ,0,0,,,,,,
2000002681794670 ,0,0,,,,,,
2000002923337240 ,0,0,,,,,,
2000002550369040 ,0,0,,,,,,
2000002387432710 ,0,0,,,,,,
2000002271821000 ,0,0,,,,,,
2000002870016280 ,0,0,,,,,,
2000002859831480 ,0,0,,,,,,
2000002371295610 ,0,0,,,,,,
2000002752802430 ,0,0,,,,,,
2000002896388160 ,0,0,,,,,,
2000002437761650 ,0,0,,,,,,
2000002421182160 ,0,0,,,,,,
2000002479614140 ,0,0,,,,,,
2000002439599860 ,0,0,,,,,,
2000002633530320 ,0,0,,,,,,
2000002458397920 ,0,0,,,,,,
2000002455655400 ,0,0,,,,,,
2000002752801530 ,0,0,,,,,,
2000002501097200 ,0,0,,,,,,
2000002380775810 ,0,0,,,,,,
2000002919314460 ,0,0,,,,,,
2000002371622510 ,0,0,,,,,,
2000002938129520 ,0,0,,,,,,
2000002429996300 ,0,0,,,,,,
2000002441455540 ,0,0,,,,,,
2000002523948740 ,1,1,,,,,,
2000002436316600 ,0,0,,,,,,
2000002445239290 ,0,0,,,,,,
2000002397523650 ,0,0,,,,,,
2000002596479500 ,0,0,,,,,,
2000002362029740 ,0,0,,,,,,
2000002576667770 ,0,0,,,,,,
2000002911097780 ,0,0,,,,,,
2000002738666850 ,0,0,,,,,,
2000002625702650 ,0,0,,,,,,
2000002466789630 ,0,0,,,,,,
2000002404436730 ,0,0,,,,,,
2000002828906720 ,0,0,,,,,,
2000002658924270 ,0,0,,,,,,
2000002458509150 ,0,0,,,,,,
2000002444945710 ,0,0,,,,,,
2000002432197960 ,0,0,,,,,,
2000002607033330 ,0,0,,,,,,
2000002464326780 ,0,0,,,,,,
2000002422603000 ,0,0,,,,,,
2000002417903290 ,0,0,,,,,,
2000001670566900 ,0,0,,,,,,
2000002381341930 ,0,0,,,,,,
2000002819114780 ,0,0,,,,,,
2000002466744980 ,0,0,,,,,,
2000002384950260 ,0,0,,,,,,
2000002775797400 ,0,0,,,,,,
2000002645970990 ,1,1,,,,,,
2000002928054180 ,0,0,,,,,,
2000002690133230 ,0,0,,,,,,
2000002363638140 ,0,0,,,,,,
2000002499123230 ,0,0,,,,,,
2000002419522100 ,0,0,,,,,,
2000002775447180 ,0,0,,,,,,
2000002544438300 ,0,0,,,,,,
2000002391118410 ,0,0,,,,,,
2000002444135990 ,1,1,,,,,,
2000002651920090 ,0,0,,,,,,
2000001591858470 ,0,0,,,,,,
2000002926424950 ,0,0,,,,,,
2000002378827880 ,0,0,,,,,,
2000002890200860 ,0,0,,,,,,
2000002626009540 ,0,0,,,,,,
2000002395595770 ,0,0,,,,,,
2000002928303620 ,0,0,,,,,,
2000002496321040 ,0,0,,,,,,
2000002555567420 ,0,0,,,,,,
2000002732616820 ,0,0,,,,,,
2000001652872930 ,0,0,,,,,,
2000002423415500 ,0,0,,,,,,
2000002555297380 ,0,0,,,,,,
2000002404458360 ,0,0,,,,,,
2000002792699360 ,0,0,,,,,,
2000002458433900 ,0,0,,,,,,
2000002544517800 ,0,0,,,,,,
2000002432300420 ,0,0,,,,,,
2000002496237430 ,0,0,,,,,,
2000002525574600 ,0,0,,,,,,
2000002404425800 ,0,0,,,,,,
2000002363512760 ,0,0,,,,,,
2000002718187730 ,0,0,,,,,,
2000002475337330 ,0,0,,,,,,
2000002436209720 ,0,0,,,,,,
2000002452223740 ,0,0,,,,,,
2000002502131730 ,0,0,,,,,,
2000002657487410 ,0,0,,,,,,
2000002596563410 ,0,0,,,,,,
2000001666470720 ,0,0,,,,,,
2000002732935770 ,0,0,,,,,,
2000002555373570 ,0,0,,,,,,
2000002495796870 ,0,0,,,,,,
2000002421007010 ,0,0,,,,,,
2000002681722410 ,0,0,,,,,,
2000002377022780 ,0,0,,,,,,
2000001606045550 ,0,0,,,,,,
2000002390718650 ,0,0,,,,,,
2000002358798810 ,0,0,,,,,,
2000002381439800 ,0,0,,,,,,
2000002763519020 ,0,0,,,,,,
2000002928206070 ,0,0,,,,,,
2000002436291260 ,0,0,,,,,,
2000002763568520 ,0,0,,,,,,
2000002718015640 ,0,0,,,,,,
2000002544505540 ,0,0,,,,,,
2000002632623810 ,0,0,,,,,,
2000001588948980 ,0,0,,,,,,
2000002489575910 ,0,0,,,,,,
2000002487135260 ,0,0,,,,,,
2000002763401910 ,0,0,,,,,,
2000002669096200 ,0,0,,,,,,
2000002455704920 ,0,0,,,,,,
2000002652027140 ,0,0,,,,,,
2000002451126940 ,0,0,,,,,,
2000002585758540 ,0,0,,,,,,
2000002397620820 ,0,0,,,,,,
2000002439611380 ,0,0,,,,,,
2000001700409640 ,0,0,,,,,,
2000002411506910 ,0,0,,,,,,
2000002437832360 ,0,0,,,,,,
2000002487098850 ,0,0,,,,,,
2000002670533750 ,0,0,,,,,,
2000002400726210 ,0,0,,,,,,
2000002926507450 ,0,0,,,,,,
2000002752797150 ,0,0,,,,,,
2000002923324390 ,0,0,,,,,,
2000002377018590 ,1,1,,,,,,
2000002775457680 ,0,0,,,,,,
2000002896374580 ,0,0,,,,,,
2000002753003840 ,0,0,,,,,,
2000002670624500 ,0,0,,,,,,
2000002421158430 ,0,0,,,,,,
2000002731809290 ,0,0,,,,,,
2000002690400470 ,0,0,,,,,,
2000002704995620 ,0,0,,,,,,
2000002794019340 ,0,0,,,,,,
2000002932933220 ,0,0,,,,,,
2000002550325780 ,0,0,,,,,,
2000002458451060 ,0,0,,,,,,
2000002763506530 ,0,0,,,,,,
2000002711300300 ,0,0,,,,,,
2000001588360410 ,0,0,,,,,,
2000002407507670 ,0,0,,,,,,
2000002534906250 ,0,0,,,,,,
2000002366402920 ,0,0,,,,,,
2000002377014940 ,0,0,,,,,,
2000002804300600 ,0,0,,,,,,
2000002487138230 ,0,0,,,,,,
2000002530785540 ,0,0,,,,,,
2000002510895550 ,0,0,,,,,,
2000002441407110 ,0,0,,,,,,
2000002487100940 ,0,0,,,,,,
2000002404356050 ,0,0,,,,,,
2000002421131100 ,0,0,,,,,,
2000002783512250 ,0,0,,,,,,
2000002519211750 ,0,0,,,,,,
2000002576621280 ,0,0,,,,,,
2000002458538160 ,0,0,,,,,,
2000002417177410 ,0,0,,,,,,
2000002576523600 ,0,0,,,,,,
2000002487000020 ,0,0,,,,,,
2000002455733540 ,0,0,,,,,,
2000002775487340 ,0,0,,,,,,
2000002885398440 ,0,0,,,,,,
2000002585471670 ,0,0,,,,,,
2000002521187350 ,0,0,,,,,,
2000002381425300 ,1,1,,,,,,
2000002739897880 ,0,0,,,,,,
2000002752806300 ,0,0,,,,,,
2000002521186240 ,0,0,,,,,,
2000002919398470 ,0,0,,,,,,
2000002433635670 ,0,0,,,,,,
2000002404335310 ,0,0,,,,,,
2000002625744970 ,0,0,,,,,,
2000001652849460 ,1,1,,,,,,
2000002943617550 ,0,0,,,,,,
2000002931571610 ,0,0,,,,,,
2000002870039530 ,0,0,,,,,,
2000002781602210 ,0,0,,,,,,
2000002496307040 ,0,0,,,,,,
2000002723096600 ,0,0,,,,,,
2000002923608930 ,0,0,,,,,,
2000002363504570 ,0,0,,,,,,
2000002749203700 ,0,0,,,,,,
2000002467795230 ,0,0,,,,,,
2000002409707450 ,0,0,,,,,,
2000002377111780 ,0,0,,,,,,
2000002384921420 ,0,0,,,,,,
2000002398132830 ,0,0,,,,,,
2000002896388110 ,0,0,,,,,,
2000002378805790 ,0,0,,,,,,
2000002619408880 ,0,0,,,,,,
2000002885416770 ,0,0,,,,,,
2000002880617700 ,0,0,,,,,,
2000002412784020 ,0,0,,,,,,
2000002428631180 ,0,0,,,,,,
2000002366445040 ,0,0,,,,,,
2000002538429070 ,0,0,,,,,,
2000002807708850 ,0,0,,,,,,
2000002944048460 ,0,0,,,,,,
2000002763454930 ,0,0,,,,,,
2000002763506810 ,0,0,,,,,,
2000002402322400 ,0,0,,,,,,
2000002368602080 ,0,0,,,,,,
2000002506269810 ,0,0,,,,,,
2000002550337840 ,0,0,,,,,,
2000002592521000 ,0,0,,,,,,
2000002704996190 ,0,0,,,,,,
2000002433636220 ,0,0,,,,,,
2000002923428900 ,0,0,,,,,,
2000002928348550 ,0,0,,,,,,
2000002690166300 ,0,0,,,,,,
2000002819120150 ,0,0,,,,,,
2000002512202230 ,0,0,,,,,,
2000002718011950 ,0,0,,,,,,
2000002638332680 ,0,0,,,,,,
2000002504554940 ,0,0,,,,,,
2000002869955630 ,0,0,,,,,,
2000002496310420 ,0,0,,,,,,
2000002499222360 ,0,0,,,,,,
2000002491647730 ,0,0,,,,,,
2000002415542250 ,0,0,,,,,,
2000002763404370 ,0,0,,,,,,
2000002394980330 ,0,0,,,,,,
2000002484832600 ,0,0,,,,,,
2000002404299270 ,0,0,,,,,,
2000002718004350 ,0,0,,,,,,
2000001581860130 ,0,0,,,,,,
2000002436375950 ,0,0,,,,,,
2000002472459400 ,0,0,,,,,,
2000002928363350 ,0,0,,,,,,
2000002783615570 ,0,0,,,,,,
2000002437701430 ,0,0,,,,,,
2000002453351370 ,0,0,,,,,,
2000002869914500 ,0,0,,,,,,
2000002658829020 ,0,0,,,,,,
2000002435716490 ,0,0,,,,,,
2000002489503170 ,0,0,,,,,,
2000002753213430 ,0,0,,,,,,
2000002445047350 ,0,0,,,,,,
2000002368696550 ,0,0,,,,,,
2000001593607000 ,0,0,,,,,,
2000002752847270 ,1,1,,,,,,
2000002928345510 ,0,0,,,,,,
2000002441400920 ,0,0,,,,,,
2000002633295340 ,0,0,,,,,,
2000001667483880 ,0,0,,,,,,
2000002491740480 ,0,0,,,,,,
2000002690183350 ,0,0,,,,,,
2000002744681580 ,0,0,,,,,,
2000002496324310 ,0,0,,,,,,
2000002467817740 ,0,0,,,,,,
2000002421191850 ,0,0,,,,,,
2000002441546100 ,0,0,,,,,,
2000002585492480 ,0,0,,,,,,
2000002790622450 ,0,0,,,,,,
2000002381314250 ,0,0,,,,,,
2000002519014170 ,0,0,,,,,,
2000002775447090 ,0,0,,,,,,
2000002670526660 ,0,0,,,,,,
2000002357510290 ,0,0,,,,,,
2000002466736470 ,0,0,,,,,,
2000002441522850 ,0,0,,,,,,
2000002896201520 ,0,0,,,,,,
2000002523827850 ,0,0,,,,,,
2000002444951420 ,0,0,,,,,,
2000002506394530 ,0,0,,,,,,
2000001576786470 ,0,0,,,,,,
2000002397618130 ,0,0,,,,,,
2000002426424280 ,0,0,,,,,,
2000002432204340 ,0,0,,,,,,
2000002819001750 ,0,0,,,,,,
2000002393907250 ,1,1,,,,,,
2000002353014530 ,0,0,,,,,,
2000002794045920 ,0,0,,,,,,
2000002441528620 ,0,0,,,,,,
2000002466749770 ,1,1,,,,,,
2000002619699130 ,0,0,,,,,,
2000002398560960 ,0,0,,,,,,
2000002355909020 ,0,0,,,,,,
2000002633629870 ,0,0,,,,,,
2000002781510310 ,0,0,,,,,,
2000002690424050 ,0,0,,,,,,
2000002455650600 ,0,0,,,,,,
2000002516410230 ,0,0,,,,,,
2000002472444630 ,0,0,,,,,,
2000002926509840 ,0,0,,,,,,
2000002371521960 ,0,0,,,,,,
2000002436297920 ,0,0,,,,,,
2000002496228010 ,0,0,,,,,,
2000002463095440 ,0,0,,,,,,
2000002711325540 ,0,0,,,,,,
2000002576538110 ,0,0,,,,,,
2000002499106000 ,0,0,,,,,,
2000002596527140 ,0,0,,,,,,
2000002362226580 ,0,0,,,,,,
2000002738666240 ,0,0,,,,,,
2000002355834050 ,0,0,,,,,,
2000002366451960 ,0,0,,,,,,
2000002931580590 ,0,0,,,,,,
2000002487129150 ,0,0,,,,,,
2000002896228820 ,0,0,,,,,,
2000002458552170 ,0,0,,,,,,
2000002519017990 ,0,0,,,,,,
2000002521073650 ,0,0,,,,,,
2000001638165880 ,0,0,,,,,,
2000002423835820 ,0,0,,,,,,
2000002544398450 ,0,0,,,,,,
2000002749195970 ,0,0,,,,,,
2000002355947820 ,0,0,,,,,,
2000002355845760 ,0,0,,,,,,
2000002415015130 ,0,0,,,,,,
2000002749228480 ,0,0,,,,,,
2000002489591300 ,0,0,,,,,,
2000002444951080 ,0,0,,,,,,
2000002314645930 ,0,0,,,,,,
2000002738608030 ,0,0,,,,,,
2000002358631630 ,0,0,,,,,,
2000001576462210 ,0,0,,,,,,
2000002396797040 ,0,0,,,,,,
2000002788113380 ,0,0,,,,,,
2000002645520390 ,0,0,,,,,,
2000002371295390 ,0,0,,,,,,
2000002504693370 ,0,0,,,,,,
2000002481020480 ,0,0,,,,,,
2000002633520700 ,0,0,,,,,,
2000002397601580 ,0,0,,,,,,
2000001590082340 ,0,0,,,,,,
2000002828913080 ,0,0,,,,,,
2000002585472390 ,0,0,,,,,,
2000002363633150 ,0,0,,,,,,
2000002455605120 ,0,0,,,,,,
2000002869931760 ,0,0,,,,,,
2000002749326040 ,0,0,,,,,,
2000002752813450 ,0,0,,,,,,
2000002475256750 ,0,0,,,,,,
2000002481063250 ,0,0,,,,,,
2000002607004410 ,0,0,,,,,,
2000002523838820 ,0,0,,,,,,
2000002941107330 ,0,0,,,,,,
2000002943612720 ,0,0,,,,,,
2000002792899220 ,0,0,,,,,,
2000002415095760 ,1,1,,,,,,
2000002385310370 ,0,0,,,,,,
2000002495903700 ,0,0,,,,,,
2000002911944160 ,0,0,,,,,,
2000002892096640 ,0,0,,,,,,
2000002763479850 ,0,0,,,,,,
2000002931570370 ,0,0,,,,,,
2000002550461510 ,0,0,,,,,,
2000002763569150 ,0,0,,,,,,
2000002504561960 ,0,0,,,,,,
2000002495896720 ,0,0,,,,,,
2000002355834740 ,0,0,,,,,,
2000002218006190 ,0,0,,,,,,
2000002823409210 ,0,0,,,,,,
2000002464316370 ,0,0,,,,,,
2000002607755600 ,0,0,,,,,,
2000002550481360 ,0,0,,,,,,
2000002404472410 ,1,1,,,,,,
2000002481034510 ,0,0,,,,,,
2000002926527000 ,0,0,,,,,,
2000002406995570 ,0,0,,,,,,
2000002404377750 ,0,0,,,,,,
2000002658910610 ,0,0,,,,,,
2000002436388000 ,0,0,,,,,,
2000002501099460 ,0,0,,,,,,
2000002315471750 ,0,0,,,,,,
2000002506262400 ,0,0,,,,,,
2000002931578580 ,0,0,,,,,,
2000002464240550 ,0,0,,,,,,
2000002409697360 ,0,0,,,,,,
2000002363516510 ,0,0,,,,,,
2000002690131140 ,0,0,,,,,,
2000002344109400 ,0,0,,,,,,
2000002436347570 ,0,0,,,,,,
2000002496236140 ,0,0,,,,,,
2000002381727210 ,0,0,,,,,,
2000002596573740 ,0,0,,,,,,
2000002819032690 ,0,0,,,,,,
2000002766896840 ,0,0,,,,,,
2000002523846960 ,0,0,,,,,,
2000002928347990 ,0,0,,,,,,
2000002364236380 ,0,0,,,,,,
2000002393995500 ,0,0,,,,,,
2000002928285330 ,0,0,,,,,,
2000002381453050 ,0,0,,,,,,
2000002495803500 ,0,0,,,,,,
2000002464219390 ,0,0,,,,,,
2000002890199350 ,0,0,,,,,,
2000002718172460 ,0,0,,,,,,
2000002487111950 ,0,0,,,,,,
2000002754895590 ,0,0,,,,,,
2000002466695240 ,0,0,,,,,,
2000002530316890 ,0,0,,,,,,
2000002885411160 ,0,0,,,,,,
2000002371598140 ,0,0,,,,,,
2000001956177150 ,0,0,,,,,,
2000002419520030 ,0,0,,,,,,
2000002555520930 ,0,0,,,,,,
2000002437840680 ,0,0,,,,,,
2000002369597130 ,0,0,,,,,,
2000002636681020 ,0,0,,,,,,
2000002859532630 ,0,0,,,,,,
2000002419587610 ,0,0,,,,,,
2000002621903820 ,0,0,,,,,,
2000002415021980 ,0,0,,,,,,
2000002368706620 ,0,0,,,,,,
2000002544544520 ,0,0,,,,,,
2000002365363560 ,0,0,,,,,,
2000002585475880 ,0,0,,,,,,
2000002926495230 ,0,0,,,,,,
2000002869987860 ,0,0,,,,,,
2000002384931490 ,0,0,,,,,,
2000002880608470 ,0,0,,,,,,
2000002400396370 ,0,0,,,,,,
2000002432303860 ,0,0,,,,,,
2000002633620590 ,0,0,,,,,,
2000002828796990 ,0,0,,,,,,
2000002928278780 ,0,0,,,,,,
2000002404424830 ,0,0,,,,,,
2000002521105870 ,0,0,,,,,,
2000002523937410 ,0,0,,,,,,
2000002366494250 ,0,0,,,,,,
2000002419518220 ,0,0,,,,,,
2000002421181160 ,0,0,,,,,,
2000002711311540 ,0,0,,,,,,
2000002407395800 ,0,0,,,,,,
2000002917665730 ,0,0,,,,,,
2000002928273180 ,0,0,,,,,,
2000002731830140 ,0,0,,,,,,
2000002499125190 ,0,0,,,,,,
2000002670504660 ,0,0,,,,,,
2000002643016450 ,1,1,,,,,,
2000002690194740 ,0,0,,,,,,
2000002763506690 ,0,0,,,,,,
2000002481062800 ,0,0,,,,,,
2000002499100870 ,0,0,,,,,,
2000002504652080 ,1,1,,,,,,
2000002381336980 ,0,0,,,,,,
2000002439640440 ,0,0,,,,,,
2000002415010110 ,0,0,,,,,,
